population,price,income,employment,poverty,area,tract
5114,"1,000,000+",154968,76.4,246,351,"Census Tract 1438, Los Angeles County, California"
4002,914200,223994,73.1,140,352,"Census Tract 1439.01, Los Angeles County, California"
2705,667000,151511,73.1,104,353,"Census Tract 1439.02, Los Angeles County, California"
6193,615100,107754,69.6,201,354,"Census Tract 1810, Los Angeles County, California"
3898,525300,101666,64.4,192,355,"Census Tract 1813, Los Angeles County, California"
4778,501100,76109,63.1,647,356,"Census Tract 1814, Los Angeles County, California"
3491,557300,97375,68.5,111,357,"Census Tract 1815, Los Angeles County, California"
4379,493700,73240,59.2,140,358,"Census Tract 1816, Los Angeles County, California"
4049,604600,90908,70.5,198,359,"Census Tract 1831.01, Los Angeles County, California"
3834,535300,61862,68.5,315,360,"Census Tract 1831.03, Los Angeles County, California"
2062,500000,79288,64.3,50,361,"Census Tract 1831.04, Los Angeles County, California"
4508,514400,57923,65.5,512,362,"Census Tract 1832.20, Los Angeles County, California"
3327,462700,70840,70.6,187,363,"Census Tract 1832.21, Los Angeles County, California"
3267,397900,66905,60.4,298,364,"Census Tract 1832.22, Los Angeles County, California"
3626,436200,65251,67.1,395,365,"Census Tract 1833, Los Angeles County, California"
2811,436600,74938,68.7,225,366,"Census Tract 1834.01, Los Angeles County, California"
2998,434900,62465,65.4,527,367,"Census Tract 1834.02, Los Angeles County, California"
2584,463000,65867,71.4,187,368,"Census Tract 1835.10, Los Angeles County, California"
3639,490700,56717,70.8,386,369,"Census Tract 1835.20, Los Angeles County, California"
3178,462800,49434,68.8,466,370,"Census Tract 1836.10, Los Angeles County, California"
3031,329000,58271,72.1,283,371,"Census Tract 1836.20, Los Angeles County, California"
2986,439700,56449,76.3,519,372,"Census Tract 1837.01, Los Angeles County, California"
3145,444700,74778,64.8,271,373,"Census Tract 1837.02, Los Angeles County, California"
4201,416100,41197,71.6,658,374,"Census Tract 1838.10, Los Angeles County, California"
3651,573800,44205,66.6,711,375,"Census Tract 1838.20, Los Angeles County, California"
6378,535300,97365,64.2,739,376,"Census Tract 1851, Los Angeles County, California"
3951,424500,70699,74.1,594,377,"Census Tract 1852.02, Los Angeles County, California"
3143,618400,66671,67.8,180,378,"Census Tract 1852.03, Los Angeles County, California"
1961,356100,119172,60.7,141,379,"Census Tract 1852.04, Los Angeles County, California"
3559,427200,52308,56.4,546,380,"Census Tract 1853.10, Los Angeles County, California"
2877,566700,44981,65.7,345,381,"Census Tract 1853.20, Los Angeles County, California"
4614,574900,83238,69.9,334,382,"Census Tract 1861, Los Angeles County, California"
3013,529100,59076,62.9,364,383,"Census Tract 1862.01, Los Angeles County, California"
1971,582200,82295,61.5,105,384,"Census Tract 1862.02, Los Angeles County, California"
2705,553100,86868,57.8,301,385,"Census Tract 1862.03, Los Angeles County, California"
2648,548700,66792,63,335,386,"Census Tract 1863.01, Los Angeles County, California"
4196,345100,95687,69.4,265,387,"Census Tract 1863.02, Los Angeles County, California"
3721,499000,48062,58.9,515,388,"Census Tract 1864.01, Los Angeles County, California"
3070,471900,58374,64.7,226,389,"Census Tract 1864.03, Los Angeles County, California"
2361,554900,50359,66.2,403,390,"Census Tract 1864.04, Los Angeles County, California"
3138,583800,68750,64.6,344,391,"Census Tract 1871.01, Los Angeles County, California"
2839,359400,58015,67.8,87,392,"Census Tract 1871.02, Los Angeles County, California"
3039,701000,47667,64.6,302,393,"Census Tract 1872, Los Angeles County, California"
3174,579800,96243,76.1,183,394,"Census Tract 1873, Los Angeles County, California"
3763,741800,63205,75.5,500,395,"Census Tract 1881, Los Angeles County, California"
3240,"1,000,000+",80506,85.3,243,396,"Census Tract 1882.01, Los Angeles County, California"
2450,633100,110763,66.2,102,397,"Census Tract 1882.02, Los Angeles County, California"
3310,637700,80243,72.8,213,398,"Census Tract 1883, Los Angeles County, California"
2776,647700,72915,67.6,301,399,"Census Tract 1891.01, Los Angeles County, California"
2896,"1,000,000+",95676,74.5,241,400,"Census Tract 1891.02, Los Angeles County, California"
3365,"1,000,000+",49457,74.7,444,401,"Census Tract 1892.01, Los Angeles County, California"
2645,"1,000,000+",119870,71.5,61,402,"Census Tract 1892.02, Los Angeles County, California"
3177,"1,000,000+",234430,65.9,187,403,"Census Tract 1893, Los Angeles County, California"
3376,771500,135704,77.9,252,404,"Census Tract 1894, Los Angeles County, California"
4351,928400,76387,84.5,240,405,"Census Tract 1895, Los Angeles County, California"
3524,914100,90837,81.3,453,406,"Census Tract 1896, Los Angeles County, California"
3927,798100,115054,73,675,407,"Census Tract 1897.01, Los Angeles County, California"
2135,673100,129499,80.2,136,408,"Census Tract 1897.02, Los Angeles County, California"
4166,585500,82315,78.1,521,409,"Census Tract 1898, Los Angeles County, California"
5037,534300,67960,81.9,429,410,"Census Tract 1899.02, Los Angeles County, California"
2060,0,69855,73,285,411,"Census Tract 1899.03, Los Angeles County, California"
2470,705500,54973,73,365,412,"Census Tract 1899.04, Los Angeles County, California"
2484,771400,65063,74.1,186,413,"Census Tract 1899.05, Los Angeles County, California"
4690,0,52838,83.3,889,414,"Census Tract 1901, Los Angeles County, California"
2769,"1,000,000+",32620,64.2,643,415,"Census Tract 1902.01, Los Angeles County, California"
3110,435700,38662,70.2,818,416,"Census Tract 1902.02, Los Angeles County, California"
4625,0,39464,72.7,772,417,"Census Tract 1903.01, Los Angeles County, California"
3370,0,50988,67.7,501,418,"Census Tract 1904.01, Los Angeles County, California"
2294,0,33922,57.6,611,419,"Census Tract 1904.02, Los Angeles County, California"
4612,461900,39931,71.7,960,420,"Census Tract 1905.10, Los Angeles County, California"
3667,547600,32143,60.6,810,421,"Census Tract 1905.20, Los Angeles County, California"
3199,663500,51673,70.2,619,422,"Census Tract 1907, Los Angeles County, California"
2519,457100,36006,60.1,674,423,"Census Tract 1908.01, Los Angeles County, California"
2886,506800,37825,71.4,412,424,"Census Tract 1908.02, Los Angeles County, California"
4232,680100,41596,71.9,772,425,"Census Tract 1909.01, Los Angeles County, California"
4055,383900,39233,70.1,671,426,"Census Tract 1909.02, Los Angeles County, California"
3338,539100,55655,75.5,664,427,"Census Tract 1910, Los Angeles County, California"
3457,555100,32878,71.9,410,428,"Census Tract 1911.10, Los Angeles County, California"
4383,544600,37007,62.8,887,429,"Census Tract 1911.20, Los Angeles County, California"
4935,747100,38353,59,930,430,"Census Tract 1912.01, Los Angeles County, California"
2599,718800,37353,68.4,431,431,"Census Tract 1912.03, Los Angeles County, California"
1744,653400,34297,68.2,230,432,"Census Tract 1912.04, Los Angeles County, California"
2484,663700,51287,63.1,259,433,"Census Tract 1913.01, Los Angeles County, California"
2477,642900,50735,75.6,274,434,"Census Tract 1913.02, Los Angeles County, California"
5009,570700,39791,70.1,927,435,"Census Tract 1914.10, Los Angeles County, California"
3995,586000,46845,77.1,754,436,"Census Tract 1914.20, Los Angeles County, California"
5631,548500,45190,65.8,1050,437,"Census Tract 1915, Los Angeles County, California"
4610,533300,54360,75.6,500,438,"Census Tract 1916.10, Los Angeles County, California"
2917,460800,40776,63.3,424,439,"Census Tract 1916.20, Los Angeles County, California"
2805,604200,39162,72.6,539,440,"Census Tract 1917.10, Los Angeles County, California"
4271,617200,45961,74.4,751,441,"Census Tract 1917.20, Los Angeles County, California"
3900,591900,50436,79.4,756,442,"Census Tract 1918.10, Los Angeles County, California"
2623,701900,60417,78.6,342,443,"Census Tract 1918.20, Los Angeles County, California"
3791,889100,58904,83.1,619,444,"Census Tract 1919.01, Los Angeles County, California"
2944,845300,113676,69.7,214,445,"Census Tract 1919.02, Los Angeles County, California"
2478,828500,68933,60.5,345,446,"Census Tract 1920.01, Los Angeles County, California"
2572,839600,116302,77.5,271,447,"Census Tract 1920.02, Los Angeles County, California"
2771,851400,118514,78.7,193,448,"Census Tract 1923, Los Angeles County, California"
3607,506400,73270,71.3,289,449,"Census Tract 1924.10, Los Angeles County, California"
3964,566100,61680,71.6,509,450,"Census Tract 1924.20, Los Angeles County, California"
3855,645300,50457,69.5,418,451,"Census Tract 1925.10, Los Angeles County, California"
5000,568800,41761,77.1,813,452,"Census Tract 1925.20, Los Angeles County, California"
4971,0,38720,72,775,453,"Census Tract 1926.10, Los Angeles County, California"
3768,473600,40625,74.6,660,454,"Census Tract 1926.20, Los Angeles County, California"
2902,"1,000,000+",34642,59.8,895,455,"Census Tract 1927, Los Angeles County, California"
2944,"1,000,000+",111350,83.9,310,456,"Census Tract 1941.01, Los Angeles County, California"
3459,"1,000,000+",196656,77.8,116,457,"Census Tract 1941.02, Los Angeles County, California"
3621,"1,000,000+",246347,75.4,259,458,"Census Tract 1942, Los Angeles County, California"
3700,"1,000,000+",263611,70.8,323,459,"Census Tract 1943, Los Angeles County, California"
2460,960400,84065,73.4,185,460,"Census Tract 1944.01, Los Angeles County, California"
3508,"1,000,000+",136140,82.1,473,461,"Census Tract 1944.02, Los Angeles County, California"
2202,944800,122759,70.2,167,462,"Census Tract 1945, Los Angeles County, California"
4521,967600,152197,68.4,255,463,"Census Tract 1951, Los Angeles County, California"
2895,862600,85041,80.7,228,464,"Census Tract 1952.01, Los Angeles County, California"
3354,656700,142671,76.5,51,465,"Census Tract 1952.02, Los Angeles County, California"
3342,794500,77545,77.5,385,466,"Census Tract 1953, Los Angeles County, California"
3998,750300,88719,71.4,343,467,"Census Tract 1954, Los Angeles County, California"
5058,647900,96182,74.2,500,468,"Census Tract 1955, Los Angeles County, California"
3289,484400,68902,70.9,436,469,"Census Tract 1956, Los Angeles County, California"
5091,541100,45710,63.8,744,470,"Census Tract 1957.10, Los Angeles County, California"
2249,416700,53387,74.4,297,471,"Census Tract 1957.20, Los Angeles County, California"
2704,659200,50952,64.4,386,472,"Census Tract 1958.02, Los Angeles County, California"
2735,570600,88964,70.9,423,473,"Census Tract 1958.03, Los Angeles County, California"
2465,490700,54289,76.8,340,474,"Census Tract 1958.04, Los Angeles County, California"
2499,739900,66911,69.8,322,475,"Census Tract 1959.01, Los Angeles County, California"
1924,495600,65617,73.7,368,476,"Census Tract 1959.02, Los Angeles County, California"
2252,423300,57163,77.6,356,477,"Census Tract 1959.03, Los Angeles County, California"
3813,568400,64278,61.7,396,478,"Census Tract 1972, Los Angeles County, California"
3937,612400,61767,73.5,416,479,"Census Tract 1973, Los Angeles County, California"
3730,607500,77867,74.6,357,480,"Census Tract 1974.10, Los Angeles County, California"
3550,758100,64875,69.5,471,481,"Census Tract 1974.20, Los Angeles County, California"
4008,824500,63929,69,395,482,"Census Tract 1975, Los Angeles County, California"
2523,498700,63332,68.1,309,483,"Census Tract 1976, Los Angeles County, California"
5410,354200,47849,61.9,1370,484,"Census Tract 1977, Los Angeles County, California"
4863,387000,43683,60.8,962,485,"Census Tract 1990, Los Angeles County, California"
2783,369200,51981,62.2,258,486,"Census Tract 1991.10, Los Angeles County, California"
4371,361600,34570,56.9,1034,487,"Census Tract 1991.20, Los Angeles County, California"
4402,423000,43473,60.2,696,488,"Census Tract 1992.01, Los Angeles County, California"
2649,478000,51079,66.6,352,489,"Census Tract 1992.02, Los Angeles County, California"
4195,343000,74598,60.9,437,490,"Census Tract 1993, Los Angeles County, California"
4744,385500,42821,58.3,675,491,"Census Tract 1994, Los Angeles County, California"
3358,406900,38636,64.4,750,492,"Census Tract 1997, Los Angeles County, California"
5362,295800,41768,62.3,870,493,"Census Tract 1998, Los Angeles County, California"
2881,393000,40720,64.4,473,494,"Census Tract 1999, Los Angeles County, California"
2767,449500,58303,64,151,495,"Census Tract 2011.10, Los Angeles County, California"
4295,243100,51558,70.9,659,496,"Census Tract 2011.20, Los Angeles County, California"
2930,425400,51454,63,363,497,"Census Tract 2012, Los Angeles County, California"
3278,424400,55517,59,347,498,"Census Tract 2013.01, Los Angeles County, California"
3633,368500,73529,64.2,277,499,"Census Tract 2013.02, Los Angeles County, California"
4937,398800,58707,66.7,573,500,"Census Tract 2014.01, Los Angeles County, California"
4690,414300,66036,60.3,319,501,"Census Tract 2014.02, Los Angeles County, California"
5196,399100,57648,64.9,492,502,"Census Tract 2015.01, Los Angeles County, California"
3364,381900,46496,59.3,481,503,"Census Tract 2015.03, Los Angeles County, California"
2211,335900,60403,63.4,233,504,"Census Tract 2015.04, Los Angeles County, California"
2495,381000,66035,63.5,245,505,"Census Tract 2016.01, Los Angeles County, California"
2930,356100,64913,69.8,143,506,"Census Tract 2016.02, Los Angeles County, California"
5637,391200,59982,59.1,487,507,"Census Tract 2017, Los Angeles County, California"
4858,435900,28816,54.3,991,508,"Census Tract 2031, Los Angeles County, California"
5098,361400,43567,59.1,732,509,"Census Tract 2032, Los Angeles County, California"
2220,472000,44470,50.1,227,510,"Census Tract 2033, Los Angeles County, California"
3503,330700,52204,71.9,487,511,"Census Tract 2035, Los Angeles County, California"
4712,427100,39519,64.8,674,512,"Census Tract 2036, Los Angeles County, California"
3194,299100,45269,60.4,415,513,"Census Tract 2037.10, Los Angeles County, California"
4381,369200,38600,59.1,799,514,"Census Tract 2037.20, Los Angeles County, California"
4709,404400,46628,58.1,347,515,"Census Tract 2038, Los Angeles County, California"
2881,350000,51915,72.2,430,516,"Census Tract 2039, Los Angeles County, California"
3235,414600,43213,57.7,448,517,"Census Tract 2041.10, Los Angeles County, California"
2636,420000,54095,73.3,234,518,"Census Tract 2041.20, Los Angeles County, California"
2782,407800,35814,62.2,452,519,"Census Tract 2042, Los Angeles County, California"
5158,377800,40443,56.9,998,520,"Census Tract 2043, Los Angeles County, California"
2097,587600,32411,65.6,516,521,"Census Tract 2044.10, Los Angeles County, California"
2903,385400,32040,58.6,689,522,"Census Tract 2044.20, Los Angeles County, California"
