population,price,income,employment,poverty,area,tract
5505,311700,60959,64.4,361,1168,"Census Tract 4047.01, Los Angeles County, California"
6562,390700,59110,64.6,805,1169,"Census Tract 4047.02, Los Angeles County, California"
3428,367300,63613,68,228,1170,"Census Tract 4047.03, Los Angeles County, California"
7341,314000,58315,60.1,579,1171,"Census Tract 4048.01, Los Angeles County, California"
4577,319000,58680,60.8,346,1172,"Census Tract 4048.02, Los Angeles County, California"
1866,405200,61444,59.8,105,1173,"Census Tract 4048.03, Los Angeles County, California"
6064,414700,68018,65.4,639,1174,"Census Tract 4049.01, Los Angeles County, California"
4428,371800,72123,65,302,1175,"Census Tract 4049.02, Los Angeles County, California"
2367,364200,58723,63.5,219,1176,"Census Tract 4049.03, Los Angeles County, California"
6152,352100,65161,66.5,517,1177,"Census Tract 4050.01, Los Angeles County, California"
3380,413200,69205,66.6,286,1178,"Census Tract 4050.02, Los Angeles County, California"
5153,322400,62156,59.6,372,1179,"Census Tract 4051.01, Los Angeles County, California"
4973,371200,54601,64.8,409,1180,"Census Tract 4051.02, Los Angeles County, California"
5276,353800,56583,60.9,474,1181,"Census Tract 4052.01, Los Angeles County, California"
4992,326500,61649,63.5,300,1182,"Census Tract 4052.02, Los Angeles County, California"
3059,428100,70373,60.1,284,1183,"Census Tract 4052.03, Los Angeles County, California"
3602,493800,55879,66.5,282,1184,"Census Tract 4053.01, Los Angeles County, California"
6405,396300,78974,66.1,259,1185,"Census Tract 4053.02, Los Angeles County, California"
5233,435400,84425,63.1,308,1186,"Census Tract 4054, Los Angeles County, California"
6481,488200,76219,70,406,1187,"Census Tract 4055, Los Angeles County, California"
5178,415500,83113,68.9,140,1188,"Census Tract 4056, Los Angeles County, California"
3853,419700,76394,72.2,54,1189,"Census Tract 4057.01, Los Angeles County, California"
5121,371800,64673,63.6,340,1190,"Census Tract 4057.02, Los Angeles County, California"
5478,411300,67463,68.1,443,1191,"Census Tract 4058, Los Angeles County, California"
3921,420200,95589,72.6,147,1192,"Census Tract 4059, Los Angeles County, California"
5737,389400,77475,67.5,520,1193,"Census Tract 4060, Los Angeles County, California"
3243,453100,67552,60.9,185,1194,"Census Tract 4061.01, Los Angeles County, California"
5802,440100,71718,70.9,368,1195,"Census Tract 4061.02, Los Angeles County, California"
5466,779100,63468,60.4,446,1196,"Census Tract 4062, Los Angeles County, California"
5393,545800,109473,58.9,282,1197,"Census Tract 4063, Los Angeles County, California"
1930,472000,92974,63.1,30,1198,"Census Tract 4064.02, Los Angeles County, California"
1925,493000,87317,59.8,78,1199,"Census Tract 4064.11, Los Angeles County, California"
2454,464200,96318,62.5,51,1200,"Census Tract 4064.12, Los Angeles County, California"
6349,463500,85090,74.1,311,1201,"Census Tract 4065, Los Angeles County, California"
5291,482500,87817,63.4,170,1202,"Census Tract 4066.01, Los Angeles County, California"
4992,476500,68956,59.4,160,1203,"Census Tract 4066.02, Los Angeles County, California"
3632,454000,65817,59.6,58,1204,"Census Tract 4067.01, Los Angeles County, California"
6809,439900,67419,63.3,500,1205,"Census Tract 4067.02, Los Angeles County, California"
4802,428900,88904,65.7,148,1206,"Census Tract 4068, Los Angeles County, California"
4506,412600,51461,54.4,501,1207,"Census Tract 4069.01, Los Angeles County, California"
3447,391900,79885,68.3,119,1208,"Census Tract 4069.02, Los Angeles County, California"
5723,421200,68286,64.7,437,1209,"Census Tract 4070.01, Los Angeles County, California"
3639,418300,73524,61.9,202,1210,"Census Tract 4070.02, Los Angeles County, California"
5365,379300,62960,70,206,1211,"Census Tract 4071.01, Los Angeles County, California"
5793,339100,63294,61.1,448,1212,"Census Tract 4071.02, Los Angeles County, California"
6804,378100,59860,61.4,321,1213,"Census Tract 4072, Los Angeles County, California"
4883,413100,75245,61,88,1214,"Census Tract 4073.01, Los Angeles County, California"
3582,470500,69931,58,263,1215,"Census Tract 4073.02, Los Angeles County, California"
2036,387000,75382,64.9,176,1216,"Census Tract 4074, Los Angeles County, California"
4502,388400,67569,59.9,210,1217,"Census Tract 4075.01, Los Angeles County, California"
3926,378100,69437,63,283,1218,"Census Tract 4075.02, Los Angeles County, California"
4390,308000,69533,73.8,337,1219,"Census Tract 4076.01, Los Angeles County, California"
4392,413800,61779,62.3,310,1220,"Census Tract 4076.02, Los Angeles County, California"
5018,371000,53073,58.1,544,1221,"Census Tract 4077.01, Los Angeles County, California"
6498,392700,70585,60.1,241,1222,"Census Tract 4077.02, Los Angeles County, California"
4875,435100,70980,56.8,239,1223,"Census Tract 4078.01, Los Angeles County, California"
3609,378200,77911,66.3,123,1224,"Census Tract 4078.02, Los Angeles County, California"
6319,400200,85066,65.3,584,1225,"Census Tract 4079, Los Angeles County, California"
4851,321400,93396,66.4,252,1226,"Census Tract 4080.03, Los Angeles County, California"
2533,601300,73976,78.5,68,1227,"Census Tract 4080.04, Los Angeles County, California"
4833,429900,106341,67.5,105,1228,"Census Tract 4080.05, Los Angeles County, California"
3769,456700,77387,70.4,218,1229,"Census Tract 4080.06, Los Angeles County, California"
5638,457000,72604,63.1,438,1230,"Census Tract 4081.33, Los Angeles County, California"
2546,447900,104630,63.4,90,1231,"Census Tract 4081.34, Los Angeles County, California"
4483,395600,83780,72.4,192,1232,"Census Tract 4081.35, Los Angeles County, California"
3531,410100,73704,61.6,249,1233,"Census Tract 4081.36, Los Angeles County, California"
4341,166700,74137,66.4,346,1234,"Census Tract 4081.37, Los Angeles County, California"
6145,435200,56348,57.5,583,1235,"Census Tract 4081.38, Los Angeles County, California"
3994,402800,54742,53.3,221,1236,"Census Tract 4081.39, Los Angeles County, California"
3671,359000,57845,58.4,323,1237,"Census Tract 4081.40, Los Angeles County, California"
5087,478400,67306,63.8,259,1238,"Census Tract 4081.41, Los Angeles County, California"
2067,359400,75634,62.4,151,1239,"Census Tract 4082.02, Los Angeles County, California"
6271,452500,66793,58.5,502,1240,"Census Tract 4082.11, Los Angeles County, California"
4921,371600,72881,55.3,327,1241,"Census Tract 4082.12, Los Angeles County, California"
5008,520400,74146,62.5,550,1242,"Census Tract 4083.01, Los Angeles County, California"
3750,476100,83068,61.4,185,1243,"Census Tract 4083.02, Los Angeles County, California"
4198,429500,86863,68.3,93,1244,"Census Tract 4083.03, Los Angeles County, California"
4968,481200,82947,62.8,230,1245,"Census Tract 4084.01, Los Angeles County, California"
5425,366700,93483,57.9,190,1246,"Census Tract 4084.02, Los Angeles County, California"
3278,602300,65042,58.4,174,1247,"Census Tract 4085.01, Los Angeles County, California"
6321,479000,101603,58.1,137,1248,"Census Tract 4085.03, Los Angeles County, California"
5164,614800,102381,66.7,276,1249,"Census Tract 4085.04, Los Angeles County, California"
2922,393700,123504,61,81,1250,"Census Tract 4085.05, Los Angeles County, California"
3128,555900,77629,61.4,71,1251,"Census Tract 4086.23, Los Angeles County, California"
3518,591900,97420,60.3,141,1252,"Census Tract 4086.24, Los Angeles County, California"
4074,697000,116328,57,74,1253,"Census Tract 4086.25, Los Angeles County, California"
4763,658300,95124,60.2,479,1254,"Census Tract 4086.26, Los Angeles County, California"
2889,536800,118214,59.7,125,1255,"Census Tract 4086.27, Los Angeles County, California"
5320,572000,91190,61.5,272,1256,"Census Tract 4086.28, Los Angeles County, California"
2949,421100,104687,58.7,105,1257,"Census Tract 4086.29, Los Angeles County, California"
2706,412600,70036,56.7,161,1258,"Census Tract 4086.30, Los Angeles County, California"
5355,785100,75353,66.9,509,1259,"Census Tract 4086.31, Los Angeles County, California"
6873,441800,139714,53.7,237,1260,"Census Tract 4087.03, Los Angeles County, California"
3205,456100,63292,51.2,163,1261,"Census Tract 4087.04, Los Angeles County, California"
5449,681300,77423,62.7,246,1262,"Census Tract 4087.05, Los Angeles County, California"
1936,497100,134771,59.2,30,1263,"Census Tract 4087.06, Los Angeles County, California"
4534,433700,89247,58.7,182,1264,"Census Tract 4087.22, Los Angeles County, California"
2875,0,71626,60.7,114,1265,"Census Tract 4087.23, Los Angeles County, California"
5194,284300,43925,70,416,1266,"Census Tract 4087.24, Los Angeles County, California"
3755,406300,37389,51.2,906,1267,"Census Tract 4088, Los Angeles County, California"
6893,573200,69788,59.1,492,1268,"Census Tract 4300.02, Los Angeles County, California"
4598,368700,104083,67.3,60,1269,"Census Tract 4300.03, Los Angeles County, California"
4999,355300,56387,55,399,1270,"Census Tract 4301.01, Los Angeles County, California"
5009,"1,000,000+",63231,64.7,304,1271,"Census Tract 4301.02, Los Angeles County, California"
1171,676400,159112,42.5,57,1272,"Census Tract 4302, Los Angeles County, California"
4460,624900,142996,65.4,129,1273,"Census Tract 4303.01, Los Angeles County, California"
6048,887000,112197,71.3,182,1274,"Census Tract 4303.02, Los Angeles County, California"
4808,803500,139681,60.6,185,1275,"Census Tract 4304, Los Angeles County, California"
4481,798700,147423,65.5,161,1276,"Census Tract 4305.01, Los Angeles County, California"
6502,980800,100238,67.2,446,1277,"Census Tract 4305.02, Los Angeles County, California"
4666,915000,218931,61.7,116,1278,"Census Tract 4306, Los Angeles County, California"
5258,644500,126490,66.7,216,1279,"Census Tract 4307.01, Los Angeles County, California"
3232,518800,94097,56.2,247,1280,"Census Tract 4307.21, Los Angeles County, California"
4096,484100,71488,66.4,254,1281,"Census Tract 4307.23, Los Angeles County, California"
5393,498900,73489,68.1,454,1282,"Census Tract 4307.24, Los Angeles County, California"
6683,841900,76768,68.7,544,1283,"Census Tract 4308.01, Los Angeles County, California"
4366,774600,111623,57.1,269,1284,"Census Tract 4308.02, Los Angeles County, California"
5193,469000,112498,56.9,276,1285,"Census Tract 4308.03, Los Angeles County, California"
4126,487600,64897,74.8,338,1286,"Census Tract 4309.01, Los Angeles County, California"
4509,495100,80336,72.4,216,1287,"Census Tract 4309.02, Los Angeles County, California"
6919,528500,71909,77.2,789,1288,"Census Tract 4310.01, Los Angeles County, California"
3156,489100,74666,66.8,204,1289,"Census Tract 4310.02, Los Angeles County, California"
7061,387300,64921,66.4,417,1290,"Census Tract 4311, Los Angeles County, California"
5833,598300,63003,61.6,616,1291,"Census Tract 4312, Los Angeles County, California"
2749,482900,108610,71.2,35,1292,"Census Tract 4313, Los Angeles County, California"
3798,459700,79550,64.4,109,1293,"Census Tract 4314, Los Angeles County, California"
4219,476500,61567,53.3,634,1294,"Census Tract 4315.01, Los Angeles County, California"
4418,819600,72299,63,198,1295,"Census Tract 4315.02, Los Angeles County, California"
3876,898500,116319,61.5,147,1296,"Census Tract 4316, Los Angeles County, California"
6298,600100,117399,52.5,286,1297,"Census Tract 4317, Los Angeles County, California"
5962,605300,80900,57.7,491,1298,"Census Tract 4318, Los Angeles County, California"
4100,613500,77643,55.4,312,1299,"Census Tract 4319, Los Angeles County, California"
7634,546200,89594,56.2,292,1300,"Census Tract 4320, Los Angeles County, California"
4379,586400,90206,66.7,228,1301,"Census Tract 4321.01, Los Angeles County, California"
5490,475600,86188,58.3,232,1302,"Census Tract 4321.02, Los Angeles County, California"
4436,454600,59647,53.6,372,1303,"Census Tract 4322.01, Los Angeles County, California"
4340,428900,63188,59.3,253,1304,"Census Tract 4322.02, Los Angeles County, California"
4046,439100,66118,68.1,131,1305,"Census Tract 4323, Los Angeles County, California"
4205,392900,47444,62.3,650,1306,"Census Tract 4324.01, Los Angeles County, California"
6525,417600,47166,56.2,1050,1307,"Census Tract 4324.02, Los Angeles County, California"
8320,489800,66410,62.7,599,1308,"Census Tract 4325, Los Angeles County, California"
6688,420500,56582,60.3,815,1309,"Census Tract 4326.01, Los Angeles County, California"
4412,399400,65687,61,327,1310,"Census Tract 4326.02, Los Angeles County, California"
5285,341800,57671,63.7,509,1311,"Census Tract 4327, Los Angeles County, California"
3081,374000,39961,52.8,212,1312,"Census Tract 4328.01, Los Angeles County, California"
5530,456500,44223,59.6,894,1313,"Census Tract 4328.02, Los Angeles County, California"
4870,498400,62812,60.2,593,1314,"Census Tract 4329.01, Los Angeles County, California"
3605,446700,73396,58.6,198,1315,"Census Tract 4329.02, Los Angeles County, California"
2648,443500,71625,55.7,242,1316,"Census Tract 4331.01, Los Angeles County, California"
4673,362600,43399,63.5,775,1317,"Census Tract 4331.02, Los Angeles County, California"
5917,355600,51640,63.6,582,1318,"Census Tract 4332, Los Angeles County, California"
1884,348400,43949,61.6,254,1319,"Census Tract 4333.02, Los Angeles County, California"
4638,356000,44547,56.1,537,1320,"Census Tract 4333.04, Los Angeles County, California"
4922,343800,46578,61.3,1013,1321,"Census Tract 4333.05, Los Angeles County, California"
3592,377400,59401,61.2,491,1322,"Census Tract 4333.06, Los Angeles County, California"
3119,371600,74618,60.4,358,1323,"Census Tract 4333.07, Los Angeles County, California"
2798,408700,57843,66,262,1324,"Census Tract 4334.01, Los Angeles County, California"
4597,360000,39941,51,647,1325,"Census Tract 4334.02, Los Angeles County, California"
4702,77200,45793,63.3,981,1326,"Census Tract 4334.03, Los Angeles County, California"
2017,416300,35893,61.9,267,1327,"Census Tract 4335.01, Los Angeles County, California"
3416,404200,61454,63.1,253,1328,"Census Tract 4335.03, Los Angeles County, California"
4719,447200,47972,58.9,592,1329,"Census Tract 4335.04, Los Angeles County, California"
4683,441700,61946,54.3,373,1330,"Census Tract 4336.01, Los Angeles County, California"
2446,380100,51485,54.7,402,1331,"Census Tract 4336.02, Los Angeles County, California"
3770,408600,56158,55,183,1332,"Census Tract 4337, Los Angeles County, California"
5682,379100,49830,58.5,832,1333,"Census Tract 4338.01, Los Angeles County, California"
2788,364400,66648,57.6,180,1334,"Census Tract 4338.02, Los Angeles County, California"
5484,372300,45061,65.4,783,1335,"Census Tract 4339.01, Los Angeles County, California"
3442,297400,49189,63.9,319,1336,"Census Tract 4339.02, Los Angeles County, California"
4717,457600,52006,59,560,1337,"Census Tract 4340.01, Los Angeles County, California"
4770,403300,60332,58.6,616,1338,"Census Tract 4340.03, Los Angeles County, California"
2822,767400,70027,55.7,149,1339,"Census Tract 4340.04, Los Angeles County, California"
4609,752700,139453,65.1,168,1340,"Census Tract 4600, Los Angeles County, California"
6085,629700,163150,62.3,385,1341,"Census Tract 4601, Los Angeles County, California"
5233,628700,102991,65.4,139,1342,"Census Tract 4602, Los Angeles County, California"
4552,493100,125350,65.9,205,1343,"Census Tract 4603.01, Los Angeles County, California"
4672,661200,87792,68.3,563,1344,"Census Tract 4603.02, Los Angeles County, California"
1142,"1,000,000+",93633,62.9,115,1345,"Census Tract 4604.01, Los Angeles County, California"
5740,"1,000,000+",225416,58.7,62,1346,"Census Tract 4605.01, Los Angeles County, California"
4208,"1,000,000+",239476,63.4,82,1347,"Census Tract 4605.02, Los Angeles County, California"
4513,"1,000,000+",219545,59.5,0,1348,"Census Tract 4606, Los Angeles County, California"
5137,"1,000,000+",274995,54.9,59,1349,"Census Tract 4607, Los Angeles County, California"
3177,514800,244745,68.2,34,1350,"Census Tract 4608, Los Angeles County, California"
6579,462600,64779,65.9,536,1351,"Census Tract 4609, Los Angeles County, California"
6506,611400,70042,64.2,444,1352,"Census Tract 4610, Los Angeles County, California"
5617,788200,92399,70.9,468,1353,"Census Tract 4611, Los Angeles County, California"
4716,657400,151685,67.4,240,1354,"Census Tract 4612, Los Angeles County, California"
6866,694000,122869,64.5,318,1355,"Census Tract 4613, Los Angeles County, California"
3352,475500,87990,64.1,242,1356,"Census Tract 4614, Los Angeles County, California"
3934,441300,84564,70.9,392,1357,"Census Tract 4615.01, Los Angeles County, California"
7147,489900,53023,54.3,964,1358,"Census Tract 4615.02, Los Angeles County, California"
5391,696200,73597,66.8,468,1359,"Census Tract 4616, Los Angeles County, California"
1564,490700,145523,60.2,130,1360,"Census Tract 4617, Los Angeles County, California"
4821,496400,59345,72.9,500,1361,"Census Tract 4619.01, Los Angeles County, California"
1336,494100,72963,67.3,175,1362,"Census Tract 4619.02, Los Angeles County, California"
4295,582400,58718,70.9,581,1363,"Census Tract 4620.01, Los Angeles County, California"
4115,615900,59636,67.2,235,1364,"Census Tract 4620.02, Los Angeles County, California"
5142,375000,68812,70.7,449,1365,"Census Tract 4621, Los Angeles County, California"
3828,601900,41811,54.7,515,1366,"Census Tract 4622.01, Los Angeles County, California"
2911,476300,72427,63,587,1367,"Census Tract 4622.02, Los Angeles County, California"
5075,443800,50745,61.8,669,1368,"Census Tract 4623.01, Los Angeles County, California"
2487,643400,79809,74.9,323,1369,"Census Tract 4623.02, Los Angeles County, California"
4415,650100,101149,68.7,352,1370,"Census Tract 4624, Los Angeles County, California"
5911,838500,116006,69,313,1371,"Census Tract 4625, Los Angeles County, California"
2342,540600,133311,57,105,1372,"Census Tract 4626, Los Angeles County, California"
5227,647100,75439,70.1,254,1373,"Census Tract 4627, Los Angeles County, California"
2727,634600,74733,71.7,289,1374,"Census Tract 4628, Los Angeles County, California"
3863,733200,108321,66.4,251,1375,"Census Tract 4629, Los Angeles County, California"
2334,555100,125302,66.2,60,1376,"Census Tract 4630, Los Angeles County, California"
2262,700000,86131,69.9,180,1377,"Census Tract 4631.01, Los Angeles County, California"
3793,795500,172449,64.5,347,1378,"Census Tract 4631.02, Los Angeles County, California"
3524,750000,97598,63.4,187,1379,"Census Tract 4632, Los Angeles County, California"
2147,814600,133902,72.3,64,1380,"Census Tract 4633, Los Angeles County, California"
5295,456500,122486,74.4,297,1381,"Census Tract 4634, Los Angeles County, California"
5958,456600,94442,59.9,588,1382,"Census Tract 4635, Los Angeles County, California"
5965,535400,87565,76.9,446,1383,"Census Tract 4636.01, Los Angeles County, California"
5620,944000,78090,69.9,695,1384,"Census Tract 4636.02, Los Angeles County, California"
2636,871500,157281,65.7,228,1385,"Census Tract 4637, Los Angeles County, California"
3741,842600,198908,68.7,54,1386,"Census Tract 4638, Los Angeles County, California"
3498,869300,152398,62.8,94,1387,"Census Tract 4639, Los Angeles County, California"
5917,"1,000,000+",171581,77,179,1388,"Census Tract 4640, Los Angeles County, California"
7205,"1,000,000+",274654,54.6,172,1389,"Census Tract 4641, Los Angeles County, California"
6000,685600,164488,55.5,274,1390,"Census Tract 4642, Los Angeles County, California"
3452,573900,133293,65.6,56,1391,"Census Tract 4800.02, Los Angeles County, California"
5479,616200,94293,63.3,314,1392,"Census Tract 4800.11, Los Angeles County, California"
5060,611800,76918,65.6,304,1393,"Census Tract 4800.12, Los Angeles County, California"
4359,620000,83120,64.3,150,1394,"Census Tract 4801.01, Los Angeles County, California"
4584,676800,103952,64.3,204,1395,"Census Tract 4801.02, Los Angeles County, California"
4157,696500,123577,64.9,17,1396,"Census Tract 4802.01, Los Angeles County, California"
2649,575000,122938,64.8,16,1397,"Census Tract 4802.02, Los Angeles County, California"
4447,443300,77187,66.7,392,1398,"Census Tract 4803.02, Los Angeles County, California"
4253,369400,55998,64.2,488,1399,"Census Tract 4803.03, Los Angeles County, California"
4238,573200,53834,64.6,607,1400,"Census Tract 4803.04, Los Angeles County, California"
5554,974000,85939,65.2,275,1401,"Census Tract 4804, Los Angeles County, California"
5424,787900,146321,73.4,107,1402,"Census Tract 4805, Los Angeles County, California"
7578,828700,94942,75.5,573,1403,"Census Tract 4806, Los Angeles County, California"
4755,804900,128941,62.9,131,1404,"Census Tract 4807.02, Los Angeles County, California"
3205,674100,126507,77.4,100,1405,"Census Tract 4807.03, Los Angeles County, California"
4785,477600,97056,72.6,270,1406,"Census Tract 4807.04, Los Angeles County, California"
3164,552400,75405,60.8,168,1407,"Census Tract 4808.02, Los Angeles County, California"
3545,449300,92835,68,129,1408,"Census Tract 4808.03, Los Angeles County, California"
5660,533400,66557,69.1,492,1409,"Census Tract 4808.04, Los Angeles County, California"
4350,371000,58598,61.5,380,1410,"Census Tract 4809.01, Los Angeles County, California"
3808,518700,48182,65.5,592,1411,"Census Tract 4809.02, Los Angeles County, California"
2904,421900,79258,63,273,1412,"Census Tract 4809.03, Los Angeles County, California"
4169,481700,60709,55.7,344,1413,"Census Tract 4810.01, Los Angeles County, California"
5674,468200,72761,65.8,533,1414,"Census Tract 4810.02, Los Angeles County, California"
4086,422700,56044,60.3,354,1415,"Census Tract 4811.01, Los Angeles County, California"
3536,524100,63651,63.1,400,1416,"Census Tract 4811.02, Los Angeles County, California"
4903,569100,72621,58.7,303,1417,"Census Tract 4811.03, Los Angeles County, California"
3640,524600,70073,65.8,172,1418,"Census Tract 4812.01, Los Angeles County, California"
5254,525300,63739,68.6,426,1419,"Census Tract 4812.02, Los Angeles County, California"
3429,550400,67046,61.9,264,1420,"Census Tract 4813, Los Angeles County, California"
6132,490600,66019,60.1,689,1421,"Census Tract 4814.01, Los Angeles County, California"
7204,488300,62758,59.7,915,1422,"Census Tract 4814.02, Los Angeles County, California"
4252,575300,68887,53.2,289,1423,"Census Tract 4815, Los Angeles County, California"
3874,434700,67694,68.3,401,1424,"Census Tract 4816.03, Los Angeles County, California"
3907,485300,64766,67.3,360,1425,"Census Tract 4816.04, Los Angeles County, California"
3234,521100,67242,64.6,328,1426,"Census Tract 4816.05, Los Angeles County, California"
4675,471200,60964,67.7,637,1427,"Census Tract 4816.06, Los Angeles County, California"
4465,537900,51212,56.1,723,1428,"Census Tract 4817.11, Los Angeles County, California"
4825,486900,51104,59.6,727,1429,"Census Tract 4817.12, Los Angeles County, California"
2686,397600,59839,57.4,383,1430,"Census Tract 4817.13, Los Angeles County, California"
2661,572800,46892,50.7,529,1431,"Census Tract 4817.14, Los Angeles County, California"
2718,592100,87465,55,136,1432,"Census Tract 4818, Los Angeles County, California"
5721,449800,86201,62.9,252,1433,"Census Tract 4819.01, Los Angeles County, California"
3652,560200,69658,63.4,207,1434,"Census Tract 4819.02, Los Angeles County, California"
2757,571200,111558,52.2,183,1435,"Census Tract 4820.01, Los Angeles County, California"
6896,521300,94649,58.2,471,1436,"Census Tract 4820.02, Los Angeles County, California"
4983,518800,71646,61.6,381,1437,"Census Tract 4821.01, Los Angeles County, California"
3010,512000,92169,55.6,133,1438,"Census Tract 4821.02, Los Angeles County, California"
3992,425900,79470,59.7,410,1439,"Census Tract 4822.01, Los Angeles County, California"
4964,471600,76175,64.7,420,1440,"Census Tract 4822.02, Los Angeles County, California"
5359,483100,62846,65.6,682,1441,"Census Tract 4823.01, Los Angeles County, California"
6165,552900,52962,60,694,1442,"Census Tract 4823.03, Los Angeles County, California"
3518,462200,48006,65.5,435,1443,"Census Tract 4823.04, Los Angeles County, California"
3876,414800,103034,61.4,377,1444,"Census Tract 4824.01, Los Angeles County, California"
7186,541700,61437,60.4,467,1445,"Census Tract 4824.02, Los Angeles County, California"
2848,496200,44767,55.7,496,1446,"Census Tract 4825.02, Los Angeles County, California"
4514,428400,53013,55.7,812,1447,"Census Tract 4825.03, Los Angeles County, California"
5555,374700,76566,56.1,412,1448,"Census Tract 4825.21, Los Angeles County, California"
4371,524200,77790,60.4,220,1449,"Census Tract 4825.22, Los Angeles County, California"
6753,486000,85813,58.2,340,1450,"Census Tract 4826, Los Angeles County, California"
4525,456200,68860,60.3,157,1451,"Census Tract 4827.01, Los Angeles County, California"
2387,470600,70507,53,135,1452,"Census Tract 4827.02, Los Angeles County, California"
4234,927300,84682,54.6,246,1453,"Census Tract 4828, Los Angeles County, California"
3365,678600,136025,58.9,65,1454,"Census Tract 5001, Los Angeles County, California"
6098,951200,136450,55.9,103,1455,"Census Tract 5002.01, Los Angeles County, California"
5030,634800,166573,53.8,124,1456,"Census Tract 5002.02, Los Angeles County, California"
3251,354500,126577,66.9,197,1457,"Census Tract 5003, Los Angeles County, California"
4093,421300,53536,68.4,387,1458,"Census Tract 5004.02, Los Angeles County, California"
4404,418100,75752,55,334,1459,"Census Tract 5004.03, Los Angeles County, California"
4948,198400,77384,60.4,318,1460,"Census Tract 5004.04, Los Angeles County, California"
3019,404200,51406,55.3,74,1461,"Census Tract 5005, Los Angeles County, California"
6064,444600,60587,59.1,696,1462,"Census Tract 5006, Los Angeles County, California"
6685,421300,75650,58.8,406,1463,"Census Tract 5007, Los Angeles County, California"
5363,410800,64030,61.4,363,1464,"Census Tract 5008, Los Angeles County, California"
5631,465300,59706,60.8,660,1465,"Census Tract 5009, Los Angeles County, California"
2655,411500,68749,64.1,93,1466,"Census Tract 5010.01, Los Angeles County, California"
4961,461200,81004,71.6,220,1467,"Census Tract 5010.02, Los Angeles County, California"
5095,456100,81144,65.9,230,1468,"Census Tract 5012, Los Angeles County, California"
7480,425500,82662,68.3,341,1469,"Census Tract 5013, Los Angeles County, California"
4082,535600,59030,68,437,1470,"Census Tract 5014, Los Angeles County, California"
2227,783300,120535,65.2,98,1471,"Census Tract 5015.01, Los Angeles County, California"
4924,438000,68935,73.4,386,1472,"Census Tract 5015.03, Los Angeles County, California"
3650,687200,46508,57.6,493,1473,"Census Tract 5015.04, Los Angeles County, California"
7510,619300,119134,58.3,289,1474,"Census Tract 5016, Los Angeles County, California"
3886,552900,88530,58.1,369,1475,"Census Tract 5017, Los Angeles County, California"
3545,382700,75025,70.9,221,1476,"Census Tract 5018.02, Los Angeles County, California"
4707,392000,42681,62.8,689,1477,"Census Tract 5018.03, Los Angeles County, California"
2037,413100,52959,59.9,265,1478,"Census Tract 5018.04, Los Angeles County, California"
4116,415800,86031,69.3,166,1479,"Census Tract 5019, Los Angeles County, California"
2966,428400,64201,74.3,290,1480,"Census Tract 5020.03, Los Angeles County, California"
3994,429800,66455,67.6,280,1481,"Census Tract 5020.04, Los Angeles County, California"
4465,369300,80870,64,119,1482,"Census Tract 5020.05, Los Angeles County, California"
5421,433000,64728,62.7,202,1483,"Census Tract 5021, Los Angeles County, California"
6297,402400,66608,59.8,320,1484,"Census Tract 5022, Los Angeles County, California"
6485,297500,74722,62.4,398,1485,"Census Tract 5023.01, Los Angeles County, California"
2431,411200,48692,54,398,1486,"Census Tract 5023.02, Los Angeles County, California"
4683,426400,65759,66.1,125,1487,"Census Tract 5024.01, Los Angeles County, California"
3710,361600,79909,64,224,1488,"Census Tract 5024.02, Los Angeles County, California"
3893,433200,58199,61.2,391,1489,"Census Tract 5025, Los Angeles County, California"
7641,448600,78367,66.1,232,1490,"Census Tract 5026.01, Los Angeles County, California"
4859,391500,64610,61.3,153,1491,"Census Tract 5026.02, Los Angeles County, California"
6398,453000,66872,54.9,231,1492,"Census Tract 5027, Los Angeles County, California"
6693,32900,90720,68.3,156,1493,"Census Tract 5028.01, Los Angeles County, California"
2222,427500,40263,41.6,141,1494,"Census Tract 5028.02, Los Angeles County, California"
5210,403100,79982,64,129,1495,"Census Tract 5029.01, Los Angeles County, California"
4247,330100,58018,56.3,574,1496,"Census Tract 5029.02, Los Angeles County, California"
5942,405500,51399,63,746,1497,"Census Tract 5030, Los Angeles County, California"
5215,358300,79324,70.4,257,1498,"Census Tract 5031.03, Los Angeles County, California"
2790,369200,75053,67.7,245,1499,"Census Tract 5031.04, Los Angeles County, California"
3977,373200,70572,56.5,195,1500,"Census Tract 5031.05, Los Angeles County, California"
3753,484100,62898,62.2,186,1501,"Census Tract 5031.06, Los Angeles County, California"
4201,425800,85307,55.3,122,1502,"Census Tract 5032.01, Los Angeles County, California"
4715,429800,69842,59.2,292,1503,"Census Tract 5032.02, Los Angeles County, California"
3220,439200,96520,66.7,78,1504,"Census Tract 5033.01, Los Angeles County, California"
6616,478400,72315,66.7,365,1505,"Census Tract 5033.02, Los Angeles County, California"
6512,476100,89116,67,234,1506,"Census Tract 5034.01, Los Angeles County, California"
4568,429200,86448,61.2,153,1507,"Census Tract 5034.02, Los Angeles County, California"
6582,457900,76755,67.1,526,1508,"Census Tract 5035.01, Los Angeles County, California"
4149,469500,68249,61.9,253,1509,"Census Tract 5035.02, Los Angeles County, California"
4144,608200,90551,62.8,89,1510,"Census Tract 5036.01, Los Angeles County, California"
3632,534400,119150,63.2,201,1511,"Census Tract 5036.02, Los Angeles County, California"
5274,496600,72039,65.3,200,1512,"Census Tract 5037.01, Los Angeles County, California"
5254,533800,95073,65.3,144,1513,"Census Tract 5037.02, Los Angeles County, California"
