GEO.id,GEO.id2,GEO.display-label,VD01
Id,Id2,Geography,Median value
1580000US0644000037119100,0644000037119100,"Census Tract 1191, Los Angeles County (part), Los Angeles city, California",139800
1580000US0644000037119200,0644000037119200,"Census Tract 1192, Los Angeles County (part), Los Angeles city, California",157900
1580000US0644000037119310,0644000037119310,"Census Tract 1193.10, Los Angeles County (part), Los Angeles city, California",99200
1580000US0644000037119320,0644000037119320,"Census Tract 1193.20, Los Angeles County (part), Los Angeles city, California",153100
1580000US0644000037119330,0644000037119330,"Census Tract 1193.30, Los Angeles County (part), Los Angeles city, California",115400
1580000US0644000037119340,0644000037119340,"Census Tract 1193.40, Los Angeles County (part), Los Angeles city, California",149400
1580000US0644000037119400,0644000037119400,"Census Tract 1194, Los Angeles County (part), Los Angeles city, California",152700
1580000US0644000037119700,0644000037119700,"Census Tract 1197, Los Angeles County (part), Los Angeles city, California",163100
1580000US0644000037119800,0644000037119800,"Census Tract 1198, Los Angeles County (part), Los Angeles city, California",154900
1580000US0644000037119900,0644000037119900,"Census Tract 1199, Los Angeles County (part), Los Angeles city, California",153000
1580000US0644000037120010,0644000037120010,"Census Tract 1200.10, Los Angeles County (part), Los Angeles city, California",140800
1580000US0644000037120020,0644000037120020,"Census Tract 1200.20, Los Angeles County (part), Los Angeles city, California",161200
1580000US0644000037120030,0644000037120030,"Census Tract 1200.30, Los Angeles County (part), Los Angeles city, California",142700
1580000US0644000037120101,0644000037120101,"Census Tract 1201.01, Los Angeles County (part), Los Angeles city, California",160100
1580000US0644000037120102,0644000037120102,"Census Tract 1201.02, Los Angeles County (part), Los Angeles city, California",113900
1580000US0644000037120300,0644000037120300,"Census Tract 1203, Los Angeles County (part), Los Angeles city, California",145800
1580000US0644000037120400,0644000037120400,"Census Tract 1204, Los Angeles County (part), Los Angeles city, California",169100
1580000US0644000037121010,0644000037121010,"Census Tract 1210.10, Los Angeles County (part), Los Angeles city, California",165600
1580000US0644000037121020,0644000037121020,"Census Tract 1210.20, Los Angeles County (part), Los Angeles city, California",157300
1580000US0644000037121100,0644000037121100,"Census Tract 1211, Los Angeles County (part), Los Angeles city, California",155000
1580000US0644000037121210,0644000037121210,"Census Tract 1212.10, Los Angeles County (part), Los Angeles city, California",156400
1580000US0644000037121220,0644000037121220,"Census Tract 1212.20, Los Angeles County (part), Los Angeles city, California",157100
1580000US0644000037121600,0644000037121600,"Census Tract 1216, Los Angeles County (part), Los Angeles city, California",186200
1580000US0644000037121800,0644000037121800,"Census Tract 1218, Los Angeles County (part), Los Angeles city, California",153600
1580000US0644000037121900,0644000037121900,"Census Tract 1219, Los Angeles County (part), Los Angeles city, California",161700
1580000US0644000037122000,0644000037122000,"Census Tract 1220, Los Angeles County (part), Los Angeles city, California",179600
1580000US0644000037122110,0644000037122110,"Census Tract 1221.10, Los Angeles County (part), Los Angeles city, California",137100
